0 999 1 0
0.001 998 1 1
0.002 997 1 2
0.003 996 1 3
0.004 996 1 3
0.005 996 1 3
0.006 994 1 5
0.007 993 1 6
0.008 992 1 7
0.009 992 1 7
0.01 991 1 8
0.011 988 1 11
0.012 987 1 12
0.013 986 1 13
0.014 985 1 14
0.015 985 1 14
0.016 984 1 15
0.017 983 1 16
0.018 983 1 16
0.019 983 1 16
0.02 983 1 16
0.021 982 1 17
0.022 980 1 19
0.023 980 1 19
0.024 980 1 19
0.025 980 1 19
0.026 976 1 23
0.027 974 1 25
0.028 974 1 25
0.029 974 1 25
0.03 970 1 29
0.031 970 1 29
0.032 970 1 29
0.033 968 1 31
0.034 965 1 34
0.035 964 1 35
0.036 963 1 36
0.037 963 1 36
0.038 963 1 36
0.039 963 1 36
0.04 963 1 36
0.041 962 1 37
0.042 961 1 38
0.043 960 1 39
0.044 959 1 40
0.045 957 1 42
0.046 956 1 43
0.047 956 1 43
0.048 955 1 44
0.049 953 1 46
0.05 953 1 46
0.051 952 1 47
0.052 952 1 47
0.053 951 1 48
0.054 949 1 50
0.055 948 1 51
0.056 948 1 51
0.057 945 1 54
0.058 945 1 54
0.059 942 1 57
0.06 941 1 58
0.061 940 1 59
0.062 940 1 59
0.063 938 1 61
0.064 938 1 61
0.065 938 1 61
0.066 937 1 62
0.067 936 1 63
0.068 934 1 65
0.069 933 1 66
0.07 931 1 68
0.071 931 1 68
0.072 929 1 70
0.073 926 1 73
0.074 926 1 73
0.075 924 1 75
0.076 924 1 75
0.077 924 1 75
0.078 924 1 75
0.079 924 1 75
0.08 924 1 75
0.081 924 1 75
0.082 921 1 78
0.083 920 1 79
0.084 919 1 80
0.085 919 1 80
0.086 918 1 81
0.087 918 1 81
0.088 915 1 84
0.089 913 1 86
0.09 911 1 88
0.091 911 1 88
0.092 910 1 89
0.093 910 1 89
0.094 910 1 89
0.095 908 1 91
0.096 907 1 92
0.097 906 1 93
0.098 906 1 93
0.099 905 1 94
0.1 905 1 94
0.101 904 1 95
0.102 904 1 95
0.103 904 1 95
0.104 904 1 95
0.105 903 1 96
0.106 901 1 98
0.107 900 1 99
0.108 898 1 101
0.109 897 1 102
0.11 894 1 105
0.111 893 1 106
0.112 893 1 106
0.113 892 1 107
0.114 892 1 107
0.115 892 1 107
0.116 892 1 107
0.117 891 1 108
0.118 891 1 108
0.119 889 1 110
0.12 888 1 111
0.121 887 1 112
0.122 886 1 113
0.123 886 1 113
0.124 886 1 113
0.125 886 1 113
0.126 885 1 114
0.127 883 1 116
0.128 880 1 119
0.129 879 1 120
0.13 879 1 120
0.131 880 1 119
0.132 880 1 119
0.133 879 1 120
0.134 879 1 120
0.135 877 1 122
0.136 876 1 123
0.137 874 1 125
0.138 873 1 126
0.139 873 1 126
0.14 872 1 127
0.141 872 1 127
0.142 870 1 129
0.143 869 1 130
0.144 869 1 130
0.145 867 1 132
0.146 866 1 133
0.147 865 1 134
0.148 863 1 136
0.149 861 1 138
0.15 859 1 140
0.151 858 1 141
0.152 858 1 141
0.153 858 1 141
0.154 858 1 141
0.155 858 1 141
0.156 857 1 142
0.157 857 1 142
0.158 857 1 142
0.159 854 1 145
0.16 853 1 146
0.161 852 1 147
0.162 851 1 148
0.163 849 1 150
0.164 848 1 151
0.165 847 1 152
0.166 847 1 152
0.167 847 1 152
0.168 847 1 152
0.169 846 1 153
0.17 844 1 155
0.171 844 1 155
0.172 843 1 156
0.173 842 1 157
0.174 842 1 157
0.175 841 1 158
0.176 840 1 159
0.177 839 1 160
0.178 839 1 160
0.179 836 1 163
0.18 836 1 163
0.181 836 1 163
0.182 836 1 163
0.183 834 1 165
0.184 834 1 165
0.185 833 1 166
0.186 833 1 166
0.187 831 1 168
0.188 831 1 168
0.189 831 1 168
0.19 831 1 168
0.191 829 1 170
0.192 827 1 172
0.193 826 1 173
0.194 825 1 174
0.195 824 1 175
0.196 824 1 175
0.197 824 1 175
0.198 822 1 177
0.199 820 1 179
0.2 819 1 180
0.201 819 1 180
0.202 819 1 180
0.203 819 1 180
0.204 819 1 180
0.205 819 1 180
0.206 816 1 183
0.207 816 1 183
0.208 815 1 184
0.209 814 1 185
0.21 813 1 186
0.211 812 1 187
0.212 812 1 187
0.213 811 1 188
0.214 809 1 190
0.215 809 1 190
0.216 808 1 191
0.217 806 1 193
0.218 804 1 195
0.219 801 1 198
0.22 799 1 200
0.221 799 1 200
0.222 799 1 200
0.223 797 1 202
0.224 797 1 202
0.225 796 1 203
0.226 793 1 206
0.227 793 1 206
0.228 792 1 207
0.229 790 2 208
0.23 789 2 209
0.231 788 2 210
0.232 788 2 210
0.233 788 2 210
0.234 788 2 210
0.235 786 2 212
0.236 785 2 213
0.237 782 2 216
0.238 782 2 216
0.239 782 2 216
0.24 782 2 216
0.241 780 2 218
0.242 779 2 219
0.243 778 2 220
0.244 777 2 221
0.245 775 2 223
0.246 774 2 224
0.247 774 2 224
0.248 773 2 225
0.249 772 2 226
0.25 770 2 228
0.251 769 2 229
0.252 766 2 232
0.253 766 2 232
0.254 766 2 232
0.255 766 2 232
0.256 765 2 233
0.257 764 2 234
0.258 763 2 235
0.259 761 2 237
0.26 759 2 239
0.261 758 2 240
0.262 757 2 241
0.263 757 2 241
0.264 757 2 241
0.265 756 2 242
0.266 754 2 244
0.267 754 2 244
0.268 754 2 244
0.269 754 2 244
0.27 753 2 245
0.271 752 2 246
0.272 752 2 246
0.273 752 2 246
0.274 750 2 248
0.275 750 2 248
0.276 750 2 248
0.277 749 2 249
0.278 749 2 249
0.279 749 2 249
0.28 749 2 249
0.281 749 2 249
0.282 748 2 250
0.283 748 2 250
0.284 748 2 250
0.285 748 2 250
0.286 748 2 250
0.287 748 2 250
0.288 747 2 251
0.289 747 2 251
0.29 746 2 252
0.291 745 2 253
0.292 745 2 253
0.293 745 2 253
0.294 745 2 253
0.295 745 2 253
0.296 744 2 254
0.297 742 2 256
0.298 742 2 256
0.299 742 2 256
0.3 742 2 256
0.301 741 2 257
0.302 741 2 257
0.303 740 2 258
0.304 740 2 258
0.305 739 2 259
0.306 736 2 262
0.307 734 3 263
0.308 734 3 263
0.309 733 3 264
0.31 733 3 264
0.311 731 3 266
0.312 731 3 266
0.313 731 3 266
0.314 731 3 266
0.315 731 3 266
0.316 731 3 266
0.317 731 3 266
0.318 731 3 266
0.319 729 3 268
0.32 728 3 269
0.321 726 3 271
0.322 726 3 271
0.323 726 3 271
0.324 726 3 271
0.325 724 3 273
0.326 724 3 273
0.327 724 3 273
0.328 724 3 273
0.329 724 3 273
0.33 723 3 274
0.331 722 3 275
0.332 722 3 275
0.333 721 3 276
0.334 721 3 276
0.335 719 4 277
0.336 719 4 277
0.337 718 4 278
0.338 717 4 279
0.339 717 4 279
0.34 717 4 279
0.341 714 4 282
0.342 714 4 282
0.343 713 4 283
0.344 712 4 284
0.345 712 4 284
0.346 712 4 284
0.347 711 4 285
0.348 710 4 286
0.349 709 4 287
0.35 707 4 289
0.351 706 4 290
0.352 706 4 290
0.353 705 4 291
0.354 704 4 292
0.355 703 4 293
0.356 703 4 293
0.357 703 4 293
0.358 703 4 293
0.359 703 4 293
0.36 702 4 294
0.361 701 4 295
0.362 699 4 297
0.363 699 4 297
0.364 698 4 298
0.365 698 4 298
0.366 698 4 298
0.367 697 4 299
0.368 696 4 300
0.369 696 4 300
0.37 696 4 300
0.371 697 4 299
0.372 697 4 299
0.373 696 4 300
0.374 696 4 300
0.375 696 4 300
0.376 694 4 302
0.377 691 4 305
0.378 691 4 305
0.379 690 4 306
0.38 691 4 305
0.381 689 4 307
0.382 689 4 307
0.383 688 5 307
0.384 688 5 307
0.385 688 5 307
0.386 687 5 308
0.387 686 5 309
0.388 686 5 309
0.389 687 5 308
0.39 685 5 310
0.391 684 5 311
0.392 684 5 311
0.393 681 5 314
0.394 680 5 315
0.395 680 5 315
0.396 679 5 316
0.397 679 5 316
0.398 679 5 316
0.399 678 5 317
0.4 677 5 318
0.401 676 5 319
0.402 676 5 319
0.403 676 5 319
0.404 675 5 320
0.405 675 5 320
0.406 675 5 320
0.407 673 5 322
0.408 673 5 322
0.409 671 5 324
0.41 671 5 324
0.411 671 5 324
0.412 669 5 326
0.413 668 5 327
0.414 667 5 328
0.415 668 5 327
0.416 667 5 328
0.417 667 5 328
0.418 667 5 328
0.419 666 5 329
0.42 666 5 329
0.421 665 5 330
0.422 665 5 330
0.423 665 5 330
0.424 665 5 330
0.425 664 5 331
0.426 663 5 332
0.427 662 5 333
0.428 662 5 333
0.429 660 5 335
0.43 660 5 335
0.431 660 5 335
0.432 660 5 335
0.433 660 5 335
0.434 659 5 336
0.435 659 5 336
0.436 659 5 336
0.437 658 5 337
0.438 657 5 338
0.439 657 5 338
0.44 657 5 338
0.441 655 5 340
0.442 654 5 341
0.443 654 5 341
0.444 654 5 341
0.445 653 5 342
0.446 651 5 344
0.447 649 5 346
0.448 648 5 347
0.449 648 5 347
0.45 648 5 347
0.451 648 5 347
0.452 648 5 347
0.453 647 5 348
0.454 648 5 347
0.455 648 5 347
0.456 648 5 347
0.457 648 5 347
0.458 647 5 348
0.459 645 5 350
0.46 643 5 352
0.461 642 5 353
0.462 641 5 354
0.463 638 5 357
0.464 638 5 357
0.465 638 5 357
0.466 637 5 358
0.467 636 5 359
0.468 636 5 359
0.469 635 5 360
0.47 635 5 360
0.471 635 5 360
0.472 635 5 360
0.473 635 5 360
0.474 634 5 361
0.475 635 5 360
0.476 635 5 360
0.477 635 5 360
0.478 634 5 361
0.479 634 5 361
0.48 634 5 361
0.481 633 5 362
0.482 633 5 362
0.483 633 5 362
0.484 629 6 365
0.485 629 6 365
0.486 629 6 365
0.487 629 6 365
0.488 629 6 365
0.489 629 6 365
0.49 626 6 368
0.491 625 6 369
0.492 625 6 369
0.493 624 6 370
0.494 624 6 370
0.495 623 6 371
0.496 623 6 371
0.497 624 6 370
0.498 624 6 370
0.499 623 6 371
0.5 623 6 371
0.501 623 6 371
0.502 622 6 372
0.503 622 6 372
0.504 623 6 371
0.505 622 6 372
0.506 621 6 373
0.507 621 6 373
0.508 620 6 374
0.509 619 6 375
0.51 619 6 375
0.511 619 6 375
0.512 618 6 376
0.513 617 6 377
0.514 617 6 377
0.515 615 6 379
0.516 615 6 379
0.517 615 6 379
0.518 615 6 379
0.519 616 6 378
0.52 616 6 378
0.521 616 6 378
0.522 613 6 381
0.523 613 6 381
0.524 613 6 381
0.525 611 6 383
0.526 611 6 383
0.527 610 6 384
0.528 610 6 384
0.529 609 6 385
0.53 609 6 385
0.531 607 6 387
0.532 607 6 387
0.533 606 6 388
0.534 606 6 388
0.535 605 6 389
0.536 604 6 390
0.537 604 6 390
0.538 602 6 392
0.539 601 6 393
0.54 601 6 393
0.541 601 6 393
0.542 601 6 393
0.543 600 6 394
0.544 600 6 394
0.545 600 6 394
0.546 600 6 394
0.547 599 6 395
0.548 598 6 396
0.549 598 6 396
0.55 598 6 396
0.551 597 6 397
0.552 597 6 397
0.553 596 6 398
0.554 594 6 400
0.555 592 6 402
0.556 592 6 402
0.557 591 6 403
0.558 590 6 404
0.559 590 6 404
0.56 588 6 406
0.561 586 6 408
0.562 586 6 408
0.563 586 6 408
0.564 585 7 408
0.565 585 7 408
0.566 584 7 409
0.567 585 7 408
0.568 584 7 409
0.569 581 7 412
0.57 581 7 412
0.571 580 7 413
0.572 579 7 414
0.573 579 7 414
0.574 578 7 415
0.575 578 7 415
0.576 577 7 416
0.577 577 7 416
0.578 577 7 416
0.579 576 8 416
0.58 575 8 417
0.581 574 9 417
0.582 574 9 417
0.583 573 9 418
0.584 574 9 417
0.585 573 9 418
0.586 572 9 419
0.587 572 9 419
0.588 572 9 419
0.589 571 9 420
0.59 571 9 420
0.591 570 10 420
0.592 570 10 420
0.593 570 10 420
0.594 571 10 419
0.595 571 10 419
0.596 571 10 419
0.597 570 10 420
0.598 570 10 420
0.599 570 10 420
0.6 570 10 420
0.601 570 10 420
0.602 570 10 420
0.603 569 10 421
0.604 567 10 423
0.605 566 10 424
0.606 566 10 424
0.607 566 10 424
0.608 566 10 424
0.609 565 10 425
0.61 565 10 425
0.611 567 10 423
0.612 567 10 423
0.613 567 10 423
0.614 567 10 423
0.615 566 10 424
0.616 566 10 424
0.617 565 10 425
0.618 564 10 426
0.619 563 10 427
0.62 563 10 427
0.621 563 10 427
0.622 562 10 428
0.623 562 10 428
0.624 562 10 428
0.625 559 10 431
0.626 559 10 431
0.627 560 10 430
0.628 560 10 430
0.629 560 10 430
0.63 562 10 428
0.631 562 10 428
0.632 562 10 428
0.633 562 10 428
0.634 561 10 429
0.635 561 10 429
0.636 560 10 430
0.637 559 10 431
0.638 559 10 431
0.639 560 10 430
0.64 559 10 431
0.641 558 10 432
0.642 558 10 432
0.643 557 10 433
0.644 558 10 432
0.645 558 10 432
0.646 556 10 434
0.647 555 10 435
0.648 555 10 435
0.649 555 10 435
0.65 554 10 436
0.651 552 10 438
0.652 551 10 439
0.653 551 10 439
0.654 551 10 439
0.655 549 10 441
0.656 549 10 441
0.657 548 10 442
0.658 548 10 442
0.659 550 10 440
0.66 550 10 440
0.661 550 10 440
0.662 550 10 440
0.663 550 10 440
0.664 551 10 439
0.665 551 10 439
0.666 549 10 441
0.667 550 10 440
0.668 549 10 441
0.669 548 10 442
0.67 548 10 442
0.671 547 10 443
0.672 547 10 443
0.673 548 10 442
0.674 548 10 442
0.675 548 10 442
0.676 548 10 442
0.677 548 10 442
0.678 546 10 444
0.679 545 10 445
0.68 546 10 444
0.681 546 10 444
0.682 545 10 445
0.683 544 10 446
0.684 544 10 446
0.685 542 10 448
0.686 542 10 448
0.687 541 11 448
0.688 540 11 449
0.689 540 11 449
0.69 540 11 449
0.691 541 11 448
0.692 540 11 449
0.693 540 11 449
0.694 537 11 452
0.695 537 11 452
0.696 537 11 452
0.697 537 11 452
0.698 536 11 453
